,feature,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
793,DRNKWINE,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
794,DRNKLIQR,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
795,DRNKLOC,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
796,BUYALCH,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
797,BINGEDRV,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
798,QSTVER,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
799,QSTLANG,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
800,HTIN2,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
801,HTM2,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
802,_BMI3,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
803,_BMI3CAT,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
804,_RFBMI3,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
805,MODCAT_,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
806,VIGCAT_,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
807,PACAT_,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
808,_RFNOPA,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
809,_RFHLTH,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
810,_FV5SRV,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
811,_CHLDCNT,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
812,_EDUCAG,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
813,_INCOMG,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no
814,EFILLAIR,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
815,EFILLPOL,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
816,DIABETE2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
817,FLUSHOT2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
818,FLUSPRAY,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
819,WEIGHT2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
820,HEIGHT2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
821,HADPAP2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no
822,LASTPAP2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no
823,HADSIGM3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no
824,BRTHCNT3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
825,TYPCNTR3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
826,NOBCUSE2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
827,FPCHLDFT,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
828,FPCHLDHS,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
829,HIVTST4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
830,HIVTSTNM,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
831,WHRTST6,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
832,HIVTSTCL,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
833,HIVTSTBY,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
834,CHKHEMO3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
835,IAQHTSRC,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
836,IAQGASAP,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
837,IAQHTDYS,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
838,IAQCODTR,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
839,IAQMOLD,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
840,HEWTRSRC,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
841,HEWTRDRK,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
842,HECHMHOM,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
843,HECHMYRD,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
844,USEOTHNW,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
845,SCLSTSMK,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
846,SCGETCAR,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
847,SCQITSMK,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
848,SCDSCMED,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
849,SCDSCMTH,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
850,RRCLASS2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no
851,RRCOGNT2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes
852,RRATWORK,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
853,RRHCARE2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
854,RREMTSYM,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
855,RRPHYSYM,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
856,_FLSHOT2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
857,_RACE_G,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
858,_AGE_G,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
859,HTIN3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
860,HTM3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
861,WTKG2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
862,_BMI4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
863,_BMI4CAT,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
864,_RFBMI4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
865,_RFPAP32,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no
866,_RFSIGM2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no
867,_AIDTST2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
868,_STDCND2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
869,CELLFON,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
870,BPHIGH4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no
871,CVDINFR3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
872,CVDCRHD3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
873,CVDSTRK3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
874,FLUSHOT3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
875,FLUSPRY2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
876,PNEUVAC3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no
877,SMOKDAY2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
878,DRNKANY4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
879,ALCDAY4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes
880,AVEDRNK2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no
881,MAXDRNKS,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
882,HEIGHT3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
883,TELSERV2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
884,HIVTST5,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
885,WHRTST7,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
886,EMTSUPRT,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes
887,LSATISFY,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes
888,LASTDEN3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no
889,VIDIFCLT,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
890,VITELDIF,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
891,VIREADIF,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
892,VIPRFVST,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
893,VINOCARE,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
894,VIEYEEXM,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
895,VIINSUR,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
896,VICATRCT,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
897,VIGLUCMA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
898,VIMACDEG,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
